county,state,2020 Democrat vote raw,2020 Republican vote raw,Population with less than 9th grade education,"Population with 9th to 12th grade education, no diploma",High School graduate and equivalent,"Some College,No Degree",Associates Degree,Bachelors Degree,Graduate or professional degree,Gini Index,Mean income (dollars),Density per square km,Total Population,Hispanic or Latino percentage,NH-White percentage,NH-Black percentage,"Percentage engaged in Management, business, science, and arts occupations",Percentage engaged in Service Occupations,Percentage engaged in Sales and Office,Percentage engaged in Resources and Construction,Percentage engaged in Transportation,Label (County),Label (State)
Hale County,texas,2279,7177,13.8,11.4,33.0,20.2,6.8,9.2,5.6,0.4464,67.058,12.5,32522,59.93,32.88,4.25,28.25,18.97,21.19,13.11,18.48,Republican,Republican
Hall County,texas,168,995,6.7,11.5,33.6,18.9,11.2,14.0,4.2,0.4906,66.562,1.24,2825,33.63,56.25,6.73,33.02,20.07,16.3,15.95,14.67,Republican,Republican
Hamilton County,texas,641,3616,4.0,6.6,35.9,19.7,8.7,17.9,7.2,0.5453,88.744,3.81,8222,12.71,82.77,0.39,31.29,19.6,21.95,11.75,15.41,Republican,Republican
Hansford County,texas,166,1849,12.6,15.2,22.3,15.1,5.1,24.8,4.8,0.4023,77.865,2.21,5285,49.48,48.29,0.23,39.96,18.81,19.34,15.72,6.17,Republican,Republican
Hardeman County,texas,241,1330,5.1,9.9,34.2,25.2,8.1,13.2,4.2,0.4068,73.097,1.97,3549,23.05,68.78,3.66,30.5,16.24,17.18,13.87,22.21,Republican,Republican
Hardin County,texas,3474,23858,3.0,8.1,38.6,23.3,8.5,14.1,4.3,0.4275,87.881,24.53,56231,6.08,83.47,5.4,34.02,15.97,21.68,11.04,17.28,Republican,Republican
Harris County,texas,918193,700630,10.4,7.5,22.9,19.0,7.1,20.8,12.4,0.4973,76.763,1068.99,4731145,43.01,27.68,18.72,38.05,16.52,20.45,11.44,13.53,Democrat,Republican
Harrison County,texas,7908,21466,3.4,7.2,32.8,25.8,8.6,15.1,7.1,0.4695,81.428,29.64,68839,14.29,61.07,19.54,32.0,16.89,20.03,13.66,17.42,Republican,Republican
Hartley County,texas,195,1868,7.8,8.1,35.2,17.9,5.8,14.5,10.7,0.3923,98.638,1.42,5382,30.3,63.23,3.55,43.64,9.55,27.08,9.5,10.23,Republican,Republican
Haskell County,texas,353,1840,8.3,12.2,36.0,18.2,5.2,11.9,8.3,0.5575,91.53,2.31,5416,25.42,66.99,3.34,31.41,25.15,18.72,15.95,8.77,Republican,Republican
Hays County,texas,59524,47680,4.4,4.7,22.3,21.7,6.6,26.3,14.1,0.4521,76.763,139.96,241067,38.52,50.43,3.74,41.66,16.14,22.58,9.12,10.5,Democrat,Republican
Hemphill County,texas,206,1486,7.1,4.2,35.4,20.8,9.2,18.1,5.2,0.4816,76.763,1.44,3382,33.62,61.8,0.12,30.04,15.63,15.63,29.92,8.78,Republican,Republican
Henderson County,texas,7060,28911,4.6,8.7,33.8,25.6,8.2,13.1,5.9,0.4756,81.99,36.51,82150,13.68,75.29,5.73,31.61,19.66,20.25,12.66,15.82,Republican,Republican
Hidalgo County,texas,128199,90527,18.4,13.0,24.8,18.3,5.3,14.0,6.1,0.478,68.145,214.57,870781,91.87,6.13,0.39,28.28,22.69,22.09,14.16,12.77,Democrat,Republican
Hill County,texas,2860,11926,5.7,8.7,34.2,23.7,10.1,12.0,5.5,0.4414,78.273,14.55,35874,21.98,67.24,5.73,26.51,16.63,21.17,15.27,20.42,Republican,Republican
Hockley County,texas,1482,6536,9.8,10.7,28.8,24.0,9.6,11.3,5.9,0.4424,73.311,9.14,21537,49.33,45.28,2.62,33.95,16.26,16.9,16.27,16.64,Republican,Republican
Hood County,texas,5648,26496,2.7,5.0,28.0,25.2,7.6,21.4,10.3,0.4556,76.763,57.32,61598,12.92,80.87,0.8,38.02,13.04,20.74,10.12,18.07,Republican,Republican
Hopkins County,texas,3046,12719,5.5,9.6,34.5,21.5,7.3,14.8,6.7,0.4616,84.614,18.62,36787,17.63,70.61,6.45,31.69,13.21,20.07,14.44,20.59,Republican,Republican
Houston County,texas,2314,7060,6.0,11.6,39.2,21.1,7.3,10.5,4.2,0.4761,71.244,6.93,22066,13.92,58.72,23.4,31.72,23.16,19.78,9.37,15.98,Republican,Republican
Howard County,texas,2069,8054,8.1,10.9,34.7,25.0,7.5,9.4,4.4,0.4397,86.876,14.78,34860,46.4,44.96,4.36,30.52,19.79,16.89,16.47,16.33,Republican,Republican
Hudspeth County,texas,371,779,27.9,17.2,25.3,15.2,4.1,9.5,0.9,0.4107,45.286,0.28,3202,63.59,34.17,0.19,19.57,24.84,18.32,24.53,12.73,Republican,Republican
Hunt County,texas,8906,29163,3.9,8.4,35.1,24.0,7.3,14.6,6.7,0.4305,84.8,46.67,99956,19.68,65.63,7.82,32.12,18.82,21.01,12.31,15.73,Republican,Republican
Hutchinson County,texas,965,7681,5.4,8.7,33.0,27.5,9.8,11.4,4.2,0.419,79.929,8.96,20617,24.06,66.85,2.02,28.16,14.95,17.75,16.42,22.72,Republican,Republican
Irion County,texas,120,759,6.7,4.5,24.1,36.5,9.8,16.2,2.1,0.3913,68.513,0.57,1513,23.07,73.5,0.4,20.34,17.5,21.76,21.05,19.35,Republican,Republican
Jack County,texas,331,3418,6.6,13.8,32.9,24.3,6.9,11.6,3.9,0.4811,78.534,3.64,8472,17.95,75.05,3.47,24.68,18.76,22.03,17.21,17.31,Republican,Republican
Jackson County,texas,1033,5231,9.2,10.2,34.6,24.9,8.0,10.5,2.5,0.4012,82.005,6.99,14988,32.22,56.78,6.25,26.89,15.49,16.32,20.68,20.62,Republican,Republican
Jasper County,texas,2954,12542,3.5,9.3,47.2,20.7,7.1,8.4,3.8,0.5113,75.809,13.59,32980,6.66,72.15,16.9,30.28,21.66,18.43,14.9,14.73,Republican,Republican
Jeff Davis County,texas,501,784,9.7,4.6,19.3,30.1,8.4,12.5,15.4,0.5373,71.74,0.34,1996,30.71,64.23,0.0,44.52,19.52,17.25,13.24,5.48,Republican,Republican
Jefferson County,texas,46073,47570,7.3,7.9,31.7,23.8,9.3,13.9,6.1,0.4796,81.574,112.27,256526,22.97,37.44,32.69,30.06,20.52,21.11,13.38,14.92,Republican,Republican
Jim Hogg County,texas,1197,833,9.1,12.3,42.7,21.2,2.0,8.6,4.2,0.4161,59.372,1.64,4838,88.49,8.56,0.1,16.94,17.08,20.0,22.34,23.64,Democrat,Republican
Jim Wells County,texas,6119,7453,8.6,13.1,36.5,20.4,6.0,12.0,3.2,0.4738,69.066,17.43,38891,79.29,17.9,0.46,28.98,18.95,21.65,16.91,13.5,Republican,Republican
Johnson County,texas,16464,54628,4.9,8.8,34.6,22.9,7.5,14.8,6.5,0.404,94.395,97.29,179927,23.68,66.26,3.58,30.51,14.37,18.82,10.57,25.74,Republican,Republican
Jones County,texas,999,5660,5.5,13.7,38.7,22.9,8.1,8.8,2.4,0.405,70.243,8.22,19663,27.99,58.41,10.06,26.03,22.56,19.38,17.2,14.82,Republican,Republican
Karnes County,texas,1234,3968,8.9,15.0,37.0,16.8,6.0,11.4,4.8,0.5127,86.219,7.64,14710,52.58,36.63,7.59,26.92,26.18,22.39,15.54,8.97,Republican,Republican
Kaufman County,texas,18405,37624,5.2,8.4,29.1,24.5,8.9,17.0,6.8,0.3931,99.652,74.07,145310,24.89,54.11,14.82,36.68,16.23,22.01,10.84,14.23,Republican,Republican
Kendall County,texas,6020,20083,4.1,3.4,15.4,21.2,7.4,30.9,17.6,0.4806,76.763,26.45,44279,22.65,71.74,0.71,49.59,13.2,22.42,8.99,5.8,Republican,Republican
Kenedy County,texas,65,127,47.1,19.5,21.8,3.4,0.0,5.7,2.3,0.3038,56.413,0.03,350,74.57,20.86,0.0,23.91,8.7,6.52,30.43,30.43,Republican,Republican
Kent County,texas,47,411,4.6,6.9,29.0,26.8,4.9,14.2,13.7,0.3834,77.335,0.27,753,10.76,87.25,0.27,42.49,12.44,11.92,25.91,7.25,Republican,Republican
Kerr County,texas,6524,20879,4.3,6.0,28.8,23.6,7.6,18.4,11.4,0.4571,91.321,18.48,52598,25.85,68.05,1.31,35.58,20.35,22.11,11.6,10.36,Republican,Republican
Kimble County,texas,284,1987,5.4,9.4,27.9,25.0,4.5,18.9,8.9,0.5235,94.8,1.33,4286,23.01,73.17,0.19,32.79,17.66,23.04,18.85,7.66,Republican,Republican
King County,texas,8,151,18.1,3.1,33.1,15.0,0.0,25.6,5.0,0.4723,67.984,0.09,265,9.43,86.79,0.0,37.65,16.47,18.82,23.53,3.53,Republican,Republican
Kinney County,texas,446,1144,8.6,6.8,24.5,39.6,7.2,6.9,6.4,0.404,64.114,0.9,3129,46.98,47.59,1.15,35.69,25.8,9.89,6.77,21.84,Republican,Republican
Kleberg County,texas,5314,5504,9.4,8.2,34.7,19.5,5.2,14.9,8.1,0.4767,67.464,13.52,31040,70.62,21.68,3.21,30.55,21.37,21.36,12.76,13.95,Republican,Republican
Knox County,texas,265,1180,9.9,8.3,33.1,26.0,8.6,8.4,5.7,0.4346,64.145,1.51,3353,33.7,57.71,4.35,23.08,14.07,24.81,21.34,16.7,Republican,Republican
La Salle County,texas,1052,1335,13.9,23.7,43.6,11.1,2.3,3.2,2.2,0.3767,63.787,1.81,6664,73.65,22.01,3.32,13.2,31.28,13.47,32.78,9.27,Republican,Republican
Lamar County,texas,4458,16760,5.2,7.2,33.7,23.2,9.8,13.9,7.0,0.4589,73.449,21.34,50088,8.81,70.58,12.73,31.37,17.6,19.89,13.11,18.03,Republican,Republican
Lamb County,texas,840,3521,12.9,10.4,36.9,19.3,7.6,9.8,3.1,0.4368,70.219,4.95,13045,57.1,38.18,3.0,31.8,15.21,16.29,17.8,18.9,Republican,Republican
Lampasas County,texas,2144,8086,4.4,5.3,30.4,28.4,11.3,14.1,6.1,0.4086,89.55,11.83,21627,19.32,69.97,3.24,33.78,19.98,21.76,11.33,13.15,Republican,Republican
Lavaca County,texas,1333,8804,8.1,6.5,37.7,20.7,7.4,13.8,5.8,0.4544,83.239,8.11,20337,19.35,71.61,5.77,35.12,13.73,19.34,12.82,19.0,Republican,Republican
Lee County,texas,1750,6255,6.3,7.2,39.3,23.3,7.4,11.8,4.8,0.4071,76.825,10.77,17478,25.63,60.72,9.33,33.25,15.71,19.45,15.64,15.96,Republican,Republican
Leon County,texas,1072,7523,6.3,9.1,38.8,25.0,5.8,10.5,4.5,0.4882,83.691,5.73,15719,15.56,74.17,5.86,28.07,21.17,21.93,15.48,13.35,Republican,Republican
Liberty County,texas,5785,23302,9.6,12.0,39.3,21.9,6.6,7.7,2.8,0.4519,80.392,31.17,91628,33.61,54.62,7.67,23.73,15.44,19.13,22.3,19.4,Republican,Republican
Limestone County,texas,2213,6789,6.5,8.9,34.7,24.1,8.8,12.0,4.8,0.4418,68.452,9.48,22146,22.64,56.58,16.42,25.23,21.04,16.88,17.16,19.7,Republican,Republican
Lipscomb County,texas,131,1205,8.5,6.4,31.4,21.8,7.1,20.2,4.5,0.4414,89.221,1.26,3059,36.71,58.39,0.13,35.93,15.96,15.01,15.16,17.93,Republican,Republican
Live Oak County,texas,819,4199,10.2,14.4,30.0,27.0,4.8,7.6,5.9,0.4735,75.029,4.22,11335,42.26,52.65,1.81,30.71,13.43,22.2,20.75,12.91,Republican,Republican
Llano County,texas,2465,10079,2.4,6.1,26.6,25.9,7.2,22.2,9.6,0.5296,76.763,8.94,21243,11.81,82.52,0.46,34.65,15.31,25.62,11.22,13.2,Republican,Republican
Loving County,texas,4,60,0.0,3.2,15.9,30.2,50.8,0.0,0.0,0.532,76.763,0.06,64,1.56,87.5,0.0,53.85,0.0,12.82,0.0,33.33,Republican,Republican
Lubbock County,texas,40017,78861,4.9,6.8,25.4,22.6,7.7,20.0,12.6,0.4811,85.341,134.29,310639,35.14,49.9,8.26,39.71,17.42,22.71,8.75,11.42,Republican,Republican
Lynn County,texas,428,1853,8.1,10.5,28.7,20.1,8.0,17.2,7.4,0.4785,81.171,2.43,5596,42.03,52.89,1.88,39.98,18.12,17.72,15.4,8.78,Republican,Republican
Madison County,texas,1088,4169,4.9,16.2,37.5,21.4,5.9,10.2,3.9,0.4083,76.169,11.23,13455,25.38,51.91,19.23,24.56,16.27,23.68,19.22,16.27,Republican,Republican
Marion County,texas,1339,3470,3.6,9.6,40.5,21.6,8.4,13.5,2.8,0.4542,63.07,9.8,9725,4.0,70.63,18.98,26.64,18.7,24.87,10.67,19.13,Republican,Republican
Martin County,texas,288,1857,9.9,5.9,40.2,25.0,2.1,9.7,7.2,0.4717,97.852,2.21,5237,43.06,53.08,1.55,31.42,9.75,18.27,16.0,24.56,Republican,Republican
Mason County,texas,457,1991,6.6,8.5,21.5,20.8,4.7,26.1,11.9,0.4553,93.741,1.65,3953,22.34,74.58,0.1,42.48,12.34,29.83,9.58,5.77,Republican,Republican
Matagorda County,texas,3733,9845,9.9,8.6,28.4,24.0,8.2,14.0,6.9,0.4707,73.26,12.8,36255,42.63,42.35,10.3,27.54,17.1,14.97,21.64,18.75,Republican,Republican
Maverick County,texas,8332,6881,19.8,15.6,26.4,16.5,5.9,11.6,4.2,0.4605,65.116,17.44,57887,94.9,2.72,0.22,24.18,28.69,17.98,12.88,16.27,Democrat,Republican
McCulloch County,texas,490,2904,9.8,10.3,31.5,24.4,5.5,12.7,5.8,0.4321,68.736,2.77,7630,31.05,64.27,1.21,31.77,22.67,16.22,12.99,16.34,Republican,Republican
McLennan County,texas,36688,59543,5.1,7.9,26.9,22.8,10.2,16.4,10.5,0.4764,82.845,97.24,260579,26.32,53.61,13.87,34.82,16.57,21.8,10.27,16.53,Republican,Republican
McMullen County,texas,53,460,4.6,6.5,45.1,20.4,7.6,11.8,3.9,0.4952,80.275,0.23,600,37.33,58.83,0.17,36.03,28.34,7.29,17.0,11.34,Republican,Republican
Medina County,texas,6773,15642,5.6,8.3,32.6,22.2,9.0,13.3,8.9,0.422,91.847,14.98,50748,50.16,43.99,2.47,35.61,15.55,21.85,14.1,12.89,Republican,Republican
Menard County,texas,197,823,8.9,13.2,25.8,20.1,8.1,15.0,8.9,0.5231,63.484,0.84,1962,33.74,62.74,0.61,30.08,16.26,21.27,12.74,19.65,Republican,Republican
Midland County,texas,12329,45624,7.5,8.1,23.2,23.8,8.0,20.6,8.9,0.4703,76.763,72.64,169983,43.14,45.0,6.16,38.23,12.62,22.22,14.21,12.73,Republican,Republican
Milam County,texas,2496,7984,6.9,7.3,39.0,21.1,7.4,12.6,5.7,0.4701,80.18,9.53,24754,25.31,62.08,8.47,31.63,14.68,22.57,18.99,12.13,Republican,Republican
Mills County,texas,271,2217,5.4,6.7,31.4,21.5,6.5,18.5,9.9,0.4742,86.246,2.32,4456,16.34,78.5,0.56,37.06,19.05,14.76,18.75,10.38,Republican,Republican
Mitchell County,texas,397,2170,7.0,9.2,41.0,27.6,5.6,7.2,2.4,0.4642,80.812,3.79,8990,38.42,48.14,10.29,21.86,33.59,17.52,16.81,10.23,Republican,Republican
Montague County,texas,1097,8615,4.7,7.4,38.6,24.6,8.1,12.8,3.9,0.416,78.5,8.38,19965,11.83,81.85,0.37,24.57,18.74,23.7,17.93,15.07,Republican,Republican
Montgomery County,texas,74377,193382,4.3,5.9,22.9,21.5,7.7,25.0,12.8,0.4706,76.763,233.41,620443,26.45,59.86,5.51,42.6,14.13,21.51,10.24,11.52,Republican,Republican
Moore County,texas,1062,4359,21.4,10.7,31.1,17.5,7.5,7.9,3.9,0.4123,77.084,9.13,21358,59.21,30.43,3.06,25.18,13.84,15.86,15.83,29.29,Republican,Republican
Morris County,texas,1669,3872,4.4,8.0,39.7,27.4,7.0,7.9,5.7,0.3968,62.261,18.38,11973,9.87,64.45,20.45,29.3,20.37,20.6,8.31,21.42,Republican,Republican
Motley County,texas,46,604,4.5,9.6,31.2,27.3,7.2,15.2,5.2,0.3845,71.8,0.48,1063,14.39,80.71,0.66,32.49,15.57,20.47,23.86,7.61,Republican,Republican
Nacogdoches County,texas,9000,17378,7.4,7.5,29.3,24.5,5.9,15.9,9.4,0.5024,72.697,26.43,64653,21.03,57.47,16.34,30.82,18.8,23.54,12.82,14.02,Republican,Republican
Navarro County,texas,5101,13800,9.9,9.6,30.3,24.4,8.8,11.4,5.6,0.4572,76.66,20.2,52624,30.5,51.3,11.95,27.21,17.49,18.32,12.9,24.08,Republican,Republican
Newton County,texas,1173,4882,4.5,13.5,45.7,22.7,6.7,4.9,1.9,0.4857,58.462,5.1,12217,2.82,75.71,16.98,25.17,19.21,20.21,17.45,17.95,Republican,Republican
Nolan County,texas,1162,4131,6.9,9.3,34.6,25.4,10.0,9.2,4.8,0.5192,75.043,6.21,14738,36.33,55.22,4.24,24.89,23.14,18.25,15.16,18.55,Republican,Republican
Nueces County,texas,60925,64617,6.6,8.9,29.2,23.7,9.1,14.4,8.1,0.4622,85.253,162.51,353178,61.46,30.06,3.58,32.67,20.28,21.34,13.47,12.24,Republican,Republican
Ochiltree County,texas,302,2812,12.4,11.3,33.5,19.0,5.2,12.3,6.3,0.4158,80.514,4.18,10015,54.62,42.39,0.14,23.59,13.28,16.29,28.18,18.67,Republican,Republican
Oldham County,texas,81,917,9.4,7.1,27.0,21.9,10.8,17.2,6.7,0.4288,89.702,0.56,1758,17.8,75.37,1.88,39.34,17.69,14.51,16.21,12.24,Republican,Republican
Orange County,texas,6357,29186,2.5,8.2,35.8,24.8,11.6,12.8,4.3,0.4396,93.395,98.05,84808,8.57,76.57,9.41,32.87,13.68,20.84,15.54,17.07,Republican,Republican
Palo Pinto County,texas,2178,10179,5.1,7.4,39.2,22.5,7.7,11.9,6.1,0.4521,84.036,11.58,28409,19.76,73.14,1.94,30.46,16.5,21.31,14.09,17.65,Republican,Republican
Panola County,texas,2057,9326,4.5,11.8,29.1,29.2,9.2,11.7,4.4,0.4854,84.446,10.73,22491,9.74,71.58,14.42,27.77,18.47,17.77,14.44,21.55,Republican,Republican
Parker County,texas,13017,62045,3.4,6.3,26.9,22.5,10.0,20.2,10.7,0.43,76.763,64.59,148222,13.37,79.44,1.1,40.4,15.95,20.69,10.74,12.22,Republican,Republican
Parmer County,texas,488,2135,19.0,9.9,24.9,18.5,9.2,13.7,4.7,0.3955,83.695,4.3,9869,65.9,32.29,0.54,27.61,16.21,14.94,22.5,18.74,Republican,Republican
Pecos County,texas,1382,3215,10.3,13.8,36.7,22.6,5.2,6.9,4.5,0.4911,85.884,1.22,15193,71.38,22.86,3.32,24.72,20.13,20.44,22.1,12.6,Republican,Republican
Polk County,texas,5387,18573,6.8,11.8,37.3,24.7,6.2,8.8,4.4,0.4421,74.127,18.46,50123,14.65,69.45,9.71,26.24,16.27,22.18,17.26,18.05,Republican,Republican
Potter County,texas,9921,22820,11.2,11.7,30.9,21.7,7.6,11.9,5.1,0.4908,70.497,50.11,118525,38.13,42.31,10.12,26.58,23.21,18.57,13.27,18.37,Republican,Republican
Presidio County,texas,1463,721,31.6,6.7,17.6,14.4,8.4,15.0,6.2,0.5855,59.503,0.62,6131,81.41,15.67,0.41,43.32,8.57,14.78,26.54,6.78,Democrat,Republican
Rains County,texas,842,5155,5.7,6.9,35.9,24.8,6.2,14.6,5.9,0.4783,91.47,20.62,12164,9.12,83.28,2.17,37.73,13.71,20.78,12.54,15.24,Republican,Republican
Randall County,texas,12802,50796,2.2,4.0,23.4,27.7,10.1,21.7,11.0,0.4337,99.601,59.85,140753,22.44,67.82,3.24,39.38,16.92,22.25,9.34,12.11,Republican,Republican
Reagan County,texas,172,942,1.5,10.4,52.8,17.2,6.1,7.3,4.7,0.3645,83.863,1.09,3385,67.44,28.6,0.97,34.42,8.92,10.9,24.22,21.54,Republican,Republican
Real County,texas,320,1643,7.2,3.8,36.9,26.6,4.6,16.1,4.9,0.4783,72.231,1.56,2758,25.09,70.34,0.8,25.82,25.43,27.14,11.46,10.14,Republican,Republican
Red River County,texas,1246,4517,5.4,9.5,40.0,24.2,6.9,9.3,4.7,0.451,58.759,4.3,11587,6.61,73.35,15.0,24.51,18.34,19.68,18.67,18.8,Republican,Republican
Reeves County,texas,1395,2254,13.7,15.5,36.2,18.2,6.6,7.8,2.0,0.4448,74.058,2.05,14748,84.83,11.51,1.52,17.17,17.8,16.73,29.0,19.3,Republican,Republican
Refugio County,texas,1108,2210,5.8,10.4,43.7,22.5,6.4,8.2,3.0,0.46,67.596,3.37,6741,49.04,42.49,5.93,19.29,26.75,24.95,14.35,14.66,Republican,Republican
Roberts County,texas,17,529,0.0,8.2,37.7,21.6,13.2,14.2,5.0,0.3783,77.618,0.32,827,6.05,86.7,0.24,40.2,9.55,23.12,10.8,16.33,Republican,Republican
Robertson County,texas,2374,5646,5.2,9.5,38.4,20.2,8.4,12.6,5.8,0.4615,79.074,7.64,16757,21.05,56.72,18.47,26.26,25.13,18.91,14.22,15.49,Republican,Republican
Rockwall County,texas,16412,36726,2.5,3.2,18.5,22.5,9.4,27.9,16.0,0.4127,76.763,335.78,107819,19.07,65.11,7.59,50.06,12.83,22.71,6.03,8.37,Republican,Republican
Runnels County,texas,552,3807,9.2,7.9,35.8,22.1,6.7,13.0,5.3,0.4325,75.022,3.62,9900,33.88,61.23,1.33,33.0,17.6,17.31,14.73,17.37,Republican,Republican
Rusk County,texas,4629,16534,5.0,10.9,33.0,25.9,9.4,10.4,5.4,0.4569,84.856,22.04,52214,18.35,61.33,15.78,30.0,16.0,19.42,13.88,20.7,Republican,Republican
Sabine County,texas,669,4784,4.2,8.9,35.6,24.3,9.1,9.5,8.4,0.5205,73.675,7.84,9894,3.97,83.96,7.42,24.99,22.27,22.93,14.19,15.63,Republican,Republican
San Augustine County,texas,980,3007,4.9,12.8,45.1,21.0,3.5,7.5,5.3,0.483,59.266,5.76,7918,8.07,66.56,22.33,24.16,16.66,21.39,13.81,23.97,Republican,Republican
San Jacinto County,texas,2337,10161,5.8,8.6,39.7,24.2,5.6,8.9,7.1,0.4475,76.309,18.77,27402,17.6,69.96,7.6,29.03,20.27,16.01,14.57,20.12,Republican,Republican
San Patricio County,texas,8988,16516,8.2,9.5,33.2,23.8,7.7,11.9,5.7,0.462,85.477,38.39,68755,55.59,38.71,1.45,32.63,20.08,18.01,12.36,16.92,Republican,Republican
San Saba County,texas,287,2308,6.2,8.0,39.5,22.6,4.3,14.0,5.4,0.4248,71.975,1.97,5730,30.52,64.4,1.85,29.42,23.4,17.42,12.52,17.25,Republican,Republican
Schleicher County,texas,211,940,9.8,8.2,29.7,32.7,6.0,9.8,3.7,0.4221,70.578,0.73,2451,52.02,44.96,0.61,30.62,9.21,21.32,21.51,17.34,Republican,Republican
Scurry County,texas,818,4983,7.9,7.7,32.9,24.7,8.3,13.5,5.0,0.4213,82.991,7.2,16932,42.16,51.01,3.54,24.74,20.92,21.31,18.47,14.57,Republican,Republican
Shackelford County,texas,130,1484,0.5,6.0,23.8,29.4,7.9,26.3,6.1,0.4393,76.415,1.32,3105,11.69,84.12,0.64,30.78,15.32,29.31,14.66,9.93,Republican,Republican
Shelby County,texas,2068,7975,8.2,10.1,36.9,25.2,5.7,10.0,3.9,0.4556,69.37,11.72,24022,19.5,60.01,15.84,28.11,18.81,18.07,13.59,21.41,Republican,Republican
Sherman County,texas,91,886,13.7,14.2,23.2,21.5,5.6,16.7,5.1,0.5605,76.763,1.01,2782,47.27,48.96,0.36,30.4,13.52,18.17,22.91,14.99,Republican,Republican
Smith County,texas,29615,69080,5.5,6.9,24.9,25.1,10.3,18.1,9.3,0.4571,92.062,98.33,233479,20.25,57.59,16.28,33.84,17.84,22.49,9.65,16.19,Republican,Republican
Somervell County,texas,768,4105,2.3,4.9,32.1,26.0,6.1,21.3,7.3,0.4073,97.659,19.36,9205,18.33,76.17,0.42,35.82,13.38,21.88,15.31,13.6,Republican,Republican
Starr County,texas,9123,8247,26.0,13.1,26.6,17.1,4.5,9.2,3.6,0.5148,53.913,20.74,65920,97.68,1.78,0.05,25.07,27.67,15.42,15.86,15.98,Democrat,Republican
Stephens County,texas,397,3385,6.7,10.1,34.6,23.9,6.3,13.9,4.5,0.5006,68.486,3.99,9101,24.22,68.74,2.6,34.07,18.87,18.17,10.94,17.94,Republican,Republican
Sterling County,texas,51,584,2.3,7.6,42.1,21.5,3.2,14.6,8.8,0.3683,98.668,0.58,1372,32.73,63.19,0.22,33.22,8.87,28.0,11.3,18.61,Republican,Republican
Stonewall County,texas,116,615,9.0,10.1,44.1,20.2,1.6,7.4,7.7,0.4271,75.657,0.56,1245,18.15,76.95,1.45,19.19,18.89,22.34,14.09,25.49,Republican,Republican
Sutton County,texas,322,1222,10.2,9.8,37.2,23.7,3.7,7.9,7.4,0.4113,69.544,0.89,3372,62.07,35.59,0.18,30.91,15.24,26.78,15.73,11.33,Republican,Republican
Swisher County,texas,478,1845,13.6,8.5,34.2,16.0,8.4,15.7,3.6,0.4799,55.431,3.03,6971,45.14,46.18,5.84,38.79,23.99,11.96,15.07,10.19,Republican,Republican
Tarrant County,texas,411567,409741,6.1,6.8,23.8,21.4,7.9,22.4,11.5,0.4565,76.763,943.27,2110640,29.42,42.87,16.99,38.74,14.98,22.35,8.75,15.18,Democrat,Republican
Taylor County,texas,14588,39547,3.9,6.1,29.5,22.8,9.0,18.4,10.3,0.4463,82.3,60.32,143208,24.27,60.97,7.67,35.95,19.61,21.91,10.6,11.93,Republican,Republican
Terrell County,texas,119,334,2.2,4.0,39.6,21.7,2.9,19.9,9.6,0.3844,66.441,0.14,760,48.68,46.32,1.05,32.97,15.38,17.58,14.56,19.51,Republican,Republican
Terry County,texas,757,2812,14.7,9.3,33.8,24.9,6.3,8.1,2.9,0.47,67.747,5.13,11831,55.52,38.87,3.29,24.32,22.54,18.47,19.91,14.76,Republican,Republican
Throckmorton County,texas,82,806,6.2,3.6,38.9,25.1,6.0,15.1,5.1,0.4228,66.57,0.61,1440,10.07,86.67,0.07,35.56,15.53,17.98,14.71,16.21,Republican,Republican
Titus County,texas,2856,7570,12.6,9.8,37.3,17.3,7.6,10.8,4.6,0.4358,72.023,29.74,31247,43.78,42.92,9.23,25.18,18.34,18.57,10.1,27.81,Republican,Republican
Tom Green County,texas,12239,32313,6.2,7.2,28.4,26.2,7.4,16.4,8.3,0.4476,86.111,30.25,120003,39.22,51.99,3.34,33.42,17.49,23.96,12.24,12.9,Republican,Republican
Travis County,texas,435860,161337,5.3,3.8,15.0,16.5,5.6,33.4,20.3,0.4772,76.763,500.56,1290188,32.64,47.5,7.46,54.36,13.07,18.95,6.28,7.34,Democrat,Republican
Trinity County,texas,1323,5579,5.3,8.3,38.9,26.0,6.6,11.3,3.5,0.4586,71.207,7.64,13602,9.66,77.44,7.98,35.05,19.52,18.76,12.36,14.31,Republican,Republican
Tyler County,texas,1403,8194,5.8,11.6,41.6,22.9,4.9,8.7,4.4,0.5181,80.667,8.34,19798,7.68,77.29,10.3,30.06,18.26,19.58,16.37,15.73,Republican,Republican
Upshur County,texas,2877,15809,4.3,9.2,33.1,26.6,9.9,12.2,4.8,0.4544,80.248,27.33,40892,9.75,76.51,7.11,30.41,14.25,23.97,15.6,15.78,Republican,Republican
Upton County,texas,170,1178,11.5,9.5,43.8,18.9,6.6,6.7,2.9,0.4299,69.047,1.02,3308,54.32,39.84,1.78,32.65,16.18,17.13,22.21,11.84,Republican,Republican
Uvalde County,texas,4073,6174,12.4,11.5,27.1,21.2,8.7,14.2,4.9,0.5044,72.307,6.18,24564,70.5,26.92,0.44,28.95,23.92,20.89,16.97,9.27,Republican,Republican
Val Verde County,texas,6771,8284,16.1,10.4,27.4,17.4,8.5,12.2,8.0,0.4389,71.313,5.86,47586,80.29,16.47,1.13,25.96,23.65,23.57,11.7,15.11,Republican,Republican
